source_id,ra,dec,phot_g_mean_mag,redshift
4953621769456257792,39.834203,-37.181752,16.8,0.51
4726053575816486656,39.859872,-59.769525,17.8,1.86
4738597873914576256,39.959681,-57.255329,19.6,2.32
4738504724663788672,40.001736,-57.759532,19.3,1.63
4952687974847003904,40.112603,-38.075452,18.6,2.25
4953645546395196544,40.167378,-37.019491,17.5,1.77
4953592112705772032,40.237164,-37.217849,19.2,2.37
4953548063521664000,40.274006,-37.574687,19.4,0.72
4952768990814132608,40.326087,-38.114012,18.6,0.69
4952765211242905856,40.454430,-38.141686,19.8,2.08
5049683072422217216,40.523701,-36.881752,19.2,1.68
5094669594968550016,60.426364,-18.637916,19.7,2.31
5094599084489117312,60.866452,-18.907435,19.8,2.32
5096114555109609984,61.320751,-18.599127,19.8,2.29
6453590405539634944,318.811422,-58.392192,18.5,1.79
6453373870468412544,320.027811,-58.340396,19.3,0.81
6453297218187722624,320.634974,-58.781516,18.5,0.25
6459298039118855040,321.526439,-58.617650,18.7,1.64
6459775678137557888,321.551478,-56.413940,17.6,0.52
6459512963577809280,321.791318,-57.409569,19.6,1.84
6460145796943093248,322.054191,-56.300781,18.4,0.42
6458568650592043648,322.151193,-58.556917,19.3,1.67
6460179439423014912,322.756408,-55.834909,18.6,1.85
6459911600966642944,323.152608,-56.528417,19.6,0.77
6459868204616612992,323.315214,-56.856435,18.9,2.73
6458705608509717248,323.599573,-57.704757,18.2,2.46
6460101198002533248,323.817526,-55.626180,18.1,0.92
6459142840476337280,323.950853,-56.880156,18.8,0.70
6461544891129478144,324.645163,-55.670929,19.1,2.55
6460785678350502784,325.126047,-55.910826,19.4,2.59
6562739508944901248,326.390335,-47.840200,18.6,0.68
6560994824509553920,328.058445,-48.113386,18.8,0.71
6564047103147341184,328.202085,-47.333820,18.6,1.71
6560971562966618496,328.393224,-48.414418,17.6,1.55
6564665131761308544,328.742213,-45.735783,18.3,1.85
6564586898933225216,328.781059,-46.113534,18.2,1.91
6561541316147876608,329.321072,-46.695487,17.6,0.55
6561589419781194368,329.534728,-46.183206,18.9,2.31
6561482354837005440,329.645079,-47.039434,18.8,1.75
6561482354837005440,329.645079,-47.039434,18.8,1.75
6561521765456604800,329.771302,-46.571958,18.7,1.88
6561675765803995008,329.888930,-46.072625,18.6,2.52
6570950867938602240,330.296246,-43.437306,18.5,0.50
6561416281059875968,330.541644,-46.561129,18.0,0.87
6561653745507422848,330.652970,-45.785057,19.4,2.48
6567682191667636352,330.898482,-45.344739,18.9,2.21
6412823778555966976,331.491493,-55.510959,19.0,1.91
6567861313280066304,331.581448,-44.030088,18.4,1.70
6412825633981902592,331.677132,-55.364912,19.2,1.62
6412772582545760640,332.046976,-55.588136,18.9,2.40
6568257751645367424,332.233646,-43.567825,19.1,1.63
6567636390136928512,332.315407,-44.533947,19.3,1.90
6568011289241781632,332.430113,-44.362117,18.4,1.88
6411773023397465600,332.673219,-57.458786,18.9,0.93
6411992444686834432,332.732978,-56.149348,19.8,1.67
6411769694798493696,333.174385,-57.328438,17.1,0.77
6567123399242678912,333.886514,-45.119051,19.3,2.11
6567158686694170624,333.996178,-44.865632,19.3,2.15
6567144809655953280,334.221752,-44.865804,16.0,0.14
6411637238007105536,334.660695,-57.356227,17.6,0.66
6411627548560861184,335.002349,-57.401376,18.4,1.62
6566837835457224704,335.005558,-46.121613,16.8,0.90
6411642525111091456,335.014210,-57.182850,17.9,0.90
6567061929671035264,335.111040,-44.861736,18.5,2.45
6567073444479397376,335.292724,-44.532629,17.6,2.08
6518779109920466560,335.513829,-46.389012,18.9,1.74
6567016647830781568,335.657469,-44.789887,19.6,0.52
6568502392982099584,336.048456,-44.860189,19.1,2.82
6518708672456596608,336.094636,-46.805323,19.0,1.92
6408187309820766464,336.307318,-59.323649,18.4,1.72
6518627583473624192,336.890475,-46.677210,19.2,1.90
6518514097553802624,337.245594,-47.039147,19.0,1.97
6518454376033388416,337.402642,-47.297609,19.0,1.94
6408210369501209984,338.031807,-59.377278,18.7,1.70
6406898789568235136,338.097296,-61.128924,18.7,0.80
6407294609458358656,338.520368,-60.572468,18.9,0.93
6406638991290975360,339.184598,-61.609407,18.3,2.30
6407252003382670080,339.340156,-60.677033,18.2,1.91
6506713172395716352,339.371210,-54.528050,19.5,2.58
6507567978263159040,340.078870,-52.531177,17.2,0.48
6505079091959539072,340.150834,-55.740829,19.0,1.77
6504141968751508480,340.161491,-57.216368,19.1,2.03
6407055401255710080,340.307824,-60.691185,18.6,2.82
6507596393765432832,340.334982,-52.347028,19.0,1.81
6507373880100197120,340.390846,-52.776002,18.7,0.87
6504320673750676352,340.405227,-56.069764,18.8,1.81
6406965237006301952,340.436052,-61.349800,18.7,2.41
6507251039741096832,340.515636,-53.326099,19.0,1.84
6504206629482606720,340.814204,-56.972459,18.2,2.05
6505819239379715584,340.835633,-56.030345,19.2,1.92
6505832154344777344,340.853394,-55.615523,18.8,2.29
6504289780048776448,340.868463,-56.544403,18.7,0.30
6504095132131282944,340.933093,-57.570398,18.6,0.53
6406985715410045056,341.122112,-61.076843,19.3,1.64
6503442640699921280,341.129388,-58.653919,18.0,0.74
6506002376785642752,341.292452,-54.633932,18.2,1.81
6394959635183580032,341.389282,-61.488685,19.3,1.86
6394928230381914752,341.441249,-61.838418,19.8,2.60
6503413228763381888,341.497857,-59.051093,18.6,1.97
6407074226095822336,341.512812,-61.165135,19.4,0.92
6505943995293122048,341.518427,-55.356432,19.2,1.71
6503412026172510208,341.591536,-59.109707,19.1,1.67
6394517292207105792,341.706872,-62.477782,20.0,2.52
6514127522899195520,341.777518,-49.707469,18.6,0.59
6394902357499553536,341.823183,-62.187579,19.4,1.92
6504005350136259456,341.904084,-57.142399,19.0,1.75
6503883098185888512,342.028015,-57.668546,19.3,0.77
6503883098185888512,342.028015,-57.668546,19.3,0.77
6505734194730140416,342.030536,-56.449979,18.9,0.37
6394902769816414336,342.045892,-62.188323,18.4,1.92
6503408040443412864,342.075112,-58.637417,19.2,2.32
6513534512472619648,342.171541,-51.164787,15.1,0.10
6503791705577821696,342.285904,-58.407031,19.2,1.74
6503822144009775872,342.325151,-58.015415,19.0,2.78
6505578034016004608,342.348986,-56.267263,18.3,0.86
6503389073868223104,342.422439,-58.857777,18.1,0.74
6505528036300268160,342.491366,-56.734968,19.1,1.65
6394885246348978560,342.709892,-61.999820,19.1,2.25
6513180224913160448,343.063121,-50.753461,18.4,2.84
6513291760919062656,343.201261,-50.315893,18.2,0.53
6513291447386129920,343.252082,-50.362475,19.7,2.48
6505516388349610112,343.298033,-56.450495,18.5,1.84
6503938486084796160,343.338370,-57.650097,19.5,0.51
6513130648106493056,343.339745,-51.300808,17.9,0.12
6505505015276123264,343.361460,-56.674120,19.2,2.16
6491315134820486016,343.447575,-59.764597,17.6,0.85
6513156894650869888,343.463733,-51.105601,19.3,0.54
6491100519598435840,343.506647,-60.970616,19.0,0.54
6491887873003361408,343.590643,-58.221106,18.1,1.65
6395006055188974848,343.630635,-61.529078,19.3,2.44
6513298147535147392,343.921068,-50.342994,19.3,2.18
6394767529885840768,344.041790,-62.036318,17.8,0.75
6491248442568252032,344.088028,-60.130488,18.3,0.87
6491142438479899520,344.110660,-60.384710,19.1,1.65
6491907389335191936,344.178154,-57.949009,19.3,2.19
6491723637749896192,344.192363,-58.790856,19.2,2.58
6491677797562580480,344.208005,-59.314367,19.4,2.62
6512862642148326656,344.301283,-51.997066,19.2,0.53
6491272872340767744,344.420458,-59.907608,19.0,0.87
6491700101329105152,344.586100,-59.009439,16.6,0.37
6513047355805367296,344.834534,-50.660241,19.2,1.68
6512987329341247616,344.856880,-51.318340,19.3,1.96
6394690529711579136,345.300063,-62.604577,18.9,2.48
6512976334225956608,345.393741,-51.028653,18.7,2.20
6491019946012386304,345.621034,-60.300599,19.1,0.91
6490997612182255104,345.960969,-60.458449,18.8,0.98
6500942870949565696,346.160645,-51.466335,17.9,0.11
6502414631687662976,347.170999,-51.111789,18.4,0.85
6502408038912360448,347.328047,-51.304360,17.1,2.58
6502360072717373312,347.472088,-51.811886,18.1,2.32
6502548261006197632,347.510763,-50.578823,18.5,1.80
6502363504396550912,347.615328,-51.735224,18.6,1.80
6502539254458844800,347.947872,-50.606268,18.9,1.76
6502155563557007104,348.281334,-52.112975,17.8,1.82
6502153948649293696,348.471155,-52.052528,17.6,0.68
6501924769193520384,350.164417,-50.742632,18.5,0.83
6390437103339749760,350.393657,-64.759414,17.6,0.87
6501958368721625984,350.983861,-50.767441,18.8,0.77
6522529956399582464,356.224019,-51.179283,18.9,0.70
6522375548032322816,356.435898,-52.309958,17.1,0.04
6522139354893898496,357.261989,-51.255716,18.9,0.69
6522069505843302528,358.129504,-51.599376,18.8,0.71
